Order Number,Sales Channel,Warehouse Code,Procured Date,Order Date,Ship Date,Delivery Date,Team ID,Team,Customer ID,Store ID,Product ID,Product,Order Quantity,Discount Applied,Unit Price,Unit Cost
SO - 0005059,In-Store,WARE-NMK1003,9/16/2020,10/1/2020,10/6/2020,10/14/2020,8,Luverne,11,109,3,Break Pad Set,4,5%,6090.3,211.19
SO - 000506,In-Store,WARE-XYS1001,2/2/2018,7/18/2018,7/23/2018,7/28/2018,6,Elk River,41,37,4,Break Router,1,20%,3879.3,193.82
SO - 0005060,In-Store,WARE-PUJ1005,7/18/2020,11/1/2020,11/6/2020,11/10/2020,8,Luverne,11,307,19,Trunk Release,2,5%,3892.7,42.75
SO - 0005061,Wholesale,WARE-NMK1003,6/20/2020,11/1/2020,11/6/2020,11/16/2020,27,Grand Marais,2,120,14,Window Switch - Rear,1,10%,2231.1,444.93
SO - 0005062,In-Store,WARE-NMK1003,7/23/2020,11/1/2020,11/6/2020,11/7/2020,11,Glenwood,23,172,46,Trunk Carpet,6,15%,3953,91.33
SO - 0005063,Online,WARE-NMK1003,7/31/2020,11/1/2020,11/6/2020,11/12/2020,20,Glencoe,13,145,18,Handbrake,1,7.50%,931.3,331.25
SO - 0005064,In-Store,WARE-XYS1001,5/15/2020,11/1/2020,11/4/2020,11/12/2020,6,Elk River,31,2,31,Radiator Cap - Standard,4,30%,2626.4,79.87
SO - 0005065,Online,WARE-UHY1004,10/31/2020,11/1/2020,11/7/2020,11/16/2020,15,St.Peter,23,256,14,Window Switch - Rear,6,15%,1681.7,444.93
SO - 0005066,Distributor,WARE-MKL1006,9/26/2020,11/1/2020,11/7/2020,11/8/2020,22,Two Harbors,31,361,5,Break Set,2,20%,1266.3,537.09
SO - 0005067,Online,WARE-NBV1002,9/12/2020,11/1/2020,11/7/2020,11/13/2020,14,Worthington,41,84,47,Hood Ornament,5,10%,3356.7,396.81
SO - 0005068,In-Store,WARE-UHY1004,10/16/2020,11/1/2020,11/6/2020,11/13/2020,6,Elk River,11,228,3,Break Pad Set,6,10%,1112.2,211.19
SO - 0005069,In-Store,WARE-PUJ1005,10/29/2020,11/1/2020,11/3/2020,11/7/2020,1,Granite Falls,12,272,28,CV Joint,8,5%,1862.6,1294.12
SO - 000507,Distributor,WARE-NBV1002,6/1/2018,7/18/2018,7/23/2018,7/29/2018,22,Two Harbors,50,76,21,Door - Rear,6,7.50%,5976.4,468.99
SO - 0005070,In-Store,WARE-NMK1003,7/7/2020,11/1/2020,11/6/2020,11/14/2020,7,Roseau,48,154,2,Spark Plug,2,10%,254.6,1.38
SO - 0005071,In-Store,WARE-NMK1003,9/23/2020,11/1/2020,11/3/2020,11/10/2020,11,Glenwood,7,174,45,Rearview Mirror,1,20%,3919.5,313.72
SO - 0005072,Distributor,WARE-NMK1003,6/13/2020,11/1/2020,11/6/2020,11/7/2020,24,Mora,23,174,4,Break Router,1,5%,3979.8,193.82
SO - 0005073,In-Store,WARE-UHY1004,11/7/2020,12/1/2020,12/3/2020,12/8/2020,10,Redwood Falls,49,243,2,Spark Plug,6,15%,3859.2,1.38
SO - 0005074,Online,WARE-NMK1003,11/1/2020,12/1/2020,12/7/2020,12/13/2020,20,Glencoe,18,173,15,Seat - Front,8,30%,214.4,353.1
SO - 0005075,Wholesale,WARE-XYS1001,11/16/2020,12/1/2020,12/7/2020,12/13/2020,28,Montevideo,7,39,24,Hood,1,7.50%,1252.9,707.85
SO - 0005076,Online,WARE-NMK1003,10/1/2020,12/1/2020,12/3/2020,12/8/2020,13,Fergus Falls,1,166,23,Quarter Panel - Rear,8,15%,4013.3,338.25
SO - 0005077,Online,WARE-NMK1003,10/16/2020,12/1/2020,12/3/2020,12/4/2020,14,Worthington,47,128,34,Ignition System,8,7.50%,1112.2,526.6
SO - 0005078,Distributor,WARE-PUJ1005,9/3/2020,12/1/2020,12/5/2020,12/7/2020,22,Two Harbors,2,292,36,Rear Axel,8,5%,3859.2,1099.4
SO - 0005079,Online,WARE-NBV1002,7/17/2020,12/1/2020,12/7/2020,12/13/2020,17,Milaca,40,83,46,Trunk Carpet,5,10%,3825.7,91.33
SO - 000508,Online,WARE-UHY1004,2/18/2018,7/18/2018,7/20/2018,7/27/2018,19,Fairmont,13,255,18,Handbrake,1,5%,2257.9,331.25
SO - 0005080,In-Store,WARE-XYS1001,7/18/2020,12/1/2020,12/5/2020,12/7/2020,7,Roseau,12,26,47,Hood Ornament,7,10%,241.2,396.81
SO - 0005081,Online,WARE-PUJ1005,10/22/2020,12/1/2020,12/5/2020,12/12/2020,13,Fergus Falls,46,302,38,Blinker Set,5,40%,3979.8,800.13
SO - 0005082,Wholesale,WARE-UHY1004,9/9/2020,12/1/2020,12/4/2020,12/11/2020,26,Red Wing,13,237,41,Antenna,8,7.50%,3899.4,83.64
SO - 0005083,In-Store,WARE-XYS1001,6/8/2020,12/1/2020,12/4/2020,12/11/2020,7,Roseau,42,49,30,Radiator,3,5%,2412,1818.48
SO - 0005084,In-Store,WARE-NBV1002,9/16/2020,12/1/2020,12/5/2020,12/8/2020,3,St. James,13,85,10,Coolant Sensor,8,7.50%,5875.9,689.31
SO - 0005085,Online,WARE-MKL1006,6/5/2020,12/1/2020,12/4/2020,12/9/2020,19,Fairmont,38,343,36,Rear Axel,1,30%,5293,1099.4
SO - 0005086,Online,WARE-PUJ1005,12/16/2019,1/13/2020,1/14/2020,1/18/2020,14,Worthington,19,280,19,Trunk Release,7,7.50%,3912.8,42.75
SO - 0005087,In-Store,WARE-UHY1004,12/2/2019,1/13/2020,1/18/2020,1/19/2020,9,Olivia,37,244,5,Break Set,3,7.50%,1159.1,537.09
SO - 0005088,In-Store,WARE-NMK1003,11/27/2019,1/13/2020,1/19/2020,1/29/2020,3,St. James,47,89,42,Bumper - Front,4,10%,1125.6,480.27
SO - 0005089,In-Store,WARE-NMK1003,8/19/2019,1/13/2020,1/16/2020,1/18/2020,11,Glenwood,41,124,32,Radiator Sensor,8,5%,3912.8,683.25
SO - 000509,Online,WARE-NMK1003,3/24/2018,7/19/2018,7/23/2018,7/29/2018,15,St.Peter,9,186,22,Quarter Panel - Front,4,5%,241.2,368.39
SO - 0005090,In-Store,WARE-NMK1003,11/2/2019,1/13/2020,1/18/2020,1/25/2020,5,Gaylord,7,190,6,Distributor Cap,7,5%,227.8,129.04
SO - 0005091,Distributor,WARE-PUJ1005,8/16/2019,1/13/2020,1/15/2020,1/18/2020,24,Mora,45,282,39,Break Light,7,7.50%,1018.4,55.82
SO - 0005092,Wholesale,WARE-XYS1001,8/10/2019,1/13/2020,1/18/2020,1/21/2020,26,Red Wing,20,27,16,Seat - Rear,8,10%,938,511.83
SO - 0005093,Online,WARE-UHY1004,11/8/2019,1/13/2020,1/17/2020,1/24/2020,16,Austin,42,245,43,Bumper - Rear,3,5%,227.8,574.36
SO - 0005094,Distributor,WARE-NMK1003,10/30/2019,1/13/2020,1/19/2020,1/27/2020,22,Two Harbors,6,112,47,Hood Ornament,7,5%,1005,396.81
SO - 0005095,Distributor,WARE-NMK1003,9/12/2019,1/14/2020,1/20/2020,1/29/2020,23,Willmar,5,120,35,Front Axel,2,7.50%,227.8,1176.68
SO - 0005096,Wholesale,WARE-PUJ1005,10/29/2019,1/14/2020,1/18/2020,1/20/2020,28,Montevideo,30,325,7,Distributor Wire,5,5%,1072,24.83
SO - 0005097,Distributor,WARE-XYS1001,1/11/2020,1/14/2020,1/16/2020,1/22/2020,22,Two Harbors,1,4,1,Leaf Springs,1,7.50%,2505.8,1028.78
SO - 0005098,In-Store,WARE-NBV1002,7/24/2019,1/14/2020,1/16/2020,1/27/2020,4,Owatonna,28,65,21,Door - Rear,5,5%,4020,468.99
SO - 0005099,Wholesale,WARE-NMK1003,8/15/2019,1/14/2020,1/19/2020,1/23/2020,26,Red Wing,12,89,23,Quarter Panel - Rear,4,5%,5916.1,338.25
SO - 000510,In-Store,WARE-NBV1002,1/29/2018,7/19/2018,7/25/2018,8/3/2018,1,Granite Falls,35,68,40,Blinker Fluid,8,7.50%,1983.2,17.05
SO - 0005100,In-Store,WARE-PUJ1005,11/26/2019,1/14/2020,1/16/2020,1/23/2020,3,St. James,11,289,5,Break Set,4,10%,1092.1,537.09
SO - 0005101,Online,WARE-UHY1004,9/20/2019,1/14/2020,1/19/2020,1/22/2020,14,Worthington,16,222,40,Blinker Fluid,4,15%,3959.7,17.05
SO - 0005102,In-Store,WARE-PUJ1005,12/4/2019,1/14/2020,1/15/2020,1/20/2020,12,Thief River Falls,16,272,41,Antenna,3,10%,3845.8,83.64
SO - 0005103,In-Store,WARE-PUJ1005,8/12/2019,1/14/2020,1/18/2020,1/23/2020,7,Roseau,10,280,21,Door - Rear,7,10%,3919.5,468.99
SO - 0005104,In-Store,WARE-PUJ1005,11/6/2019,1/14/2020,1/20/2020,1/22/2020,4,Owatonna,43,314,23,Quarter Panel - Rear,6,20%,268,338.25
SO - 0005105,Online,WARE-PUJ1005,11/24/2019,1/15/2020,1/18/2020,1/23/2020,18,Lichfield,4,289,1,Leaf Springs,8,5%,3986.5,1028.78
SO - 0005106,In-Store,WARE-NMK1003,11/26/2019,1/15/2020,1/19/2020,1/25/2020,9,Olivia,10,107,32,Radiator Sensor,7,7.50%,2680,683.25
SO - 0005107,Online,WARE-XYS1001,9/3/2019,1/15/2020,1/19/2020,1/30/2020,20,Glencoe,7,19,23,Quarter Panel - Rear,3,7.50%,1045.2,338.25
SO - 0005108,In-Store,WARE-NMK1003,1/9/2020,1/15/2020,1/21/2020,2/1/2020,11,Glenwood,18,144,20,Door - Front,1,5%,5949.6,660.94
SO - 0005109,In-Store,WARE-NBV1002,8/10/2019,1/15/2020,1/17/2020,1/19/2020,9,Olivia,42,75,20,Door - Front,5,7.50%,3946.3,660.94
SO - 000511,In-Store,WARE-MKL1006,5/5/2018,7/19/2018,7/20/2018,7/25/2018,8,Luverne,1,364,13,Window Switch - Front,1,5%,3919.5,492.45
SO - 0005110,In-Store,WARE-NBV1002,12/28/2019,1/15/2020,1/17/2020,1/24/2020,3,St. James,24,79,5,Break Set,2,20%,1969.8,537.09
SO - 0005111,In-Store,WARE-XYS1001,7/25/2019,1/15/2020,1/20/2020,1/29/2020,1,Granite Falls,47,12,24,Hood,2,5%,5862.5,707.85
SO - 0005112,Online,WARE-NMK1003,11/13/2019,1/15/2020,1/18/2020,1/29/2020,19,Fairmont,23,167,29,Radiator Cap - Custom,5,15%,1681.7,770.71
SO - 0005113,Wholesale,WARE-NMK1003,8/31/2019,1/16/2020,1/17/2020,1/26/2020,26,Red Wing,20,93,11,AC Unit,8,5%,2432.1,1786.59
SO - 0005114,In-Store,WARE-UHY1004,10/10/2019,1/16/2020,1/21/2020,2/1/2020,8,Luverne,28,225,35,Front Axel,6,7.50%,1701.8,1176.68
SO - 0005115,Wholesale,WARE-NMK1003,8/30/2019,1/16/2020,1/19/2020,1/20/2020,26,Red Wing,41,167,30,Radiator,8,15%,3504.1,1818.48
SO - 0005116,Wholesale,WARE-UHY1004,10/24/2019,1/16/2020,1/18/2020,1/22/2020,28,Montevideo,36,222,16,Seat - Rear,6,20%,2639.8,511.83
SO - 0005117,In-Store,WARE-PUJ1005,11/28/2019,1/16/2020,1/22/2020,1/26/2020,7,Roseau,5,294,47,Hood Ornament,7,7.50%,1701.8,396.81
SO - 0005118,Wholesale,WARE-NBV1002,9/12/2019,1/16/2020,1/21/2020,1/25/2020,26,Red Wing,5,74,1,Leaf Springs,3,5%,5514.1,1028.78
SO - 0005119,Online,WARE-NBV1002,12/8/2019,1/16/2020,1/21/2020,1/26/2020,12,Thief River Falls,20,81,19,Trunk Release,8,20%,1105.5,42.75
SO - 000512,Online,WARE-NMK1003,3/17/2018,7/19/2018,7/24/2018,7/29/2018,13,Fergus Falls,17,174,44,Cruise Control,7,10%,241.2,863.58
SO - 0005120,In-Store,WARE-MKL1006,9/9/2019,1/16/2020,1/19/2020,1/27/2020,9,Olivia,33,346,27,Door Handle Set,5,7.50%,1031.8,1403.72
SO - 0005121,In-Store,WARE-XYS1001,9/10/2019,1/16/2020,1/21/2020,1/31/2020,2,Buffalo,28,48,1,Leaf Springs,2,7.50%,5681.6,1028.78
SO - 0005122,In-Store,WARE-NMK1003,12/16/2019,1/16/2020,1/21/2020,1/26/2020,6,Elk River,12,168,2,Spark Plug,1,15%,2525.9,1.38
SO - 0005123,Online,WARE-MKL1006,10/16/2019,1/16/2020,1/17/2020,1/26/2020,14,Worthington,41,358,12,Gear Shift Knob,6,7.50%,1279.7,98.45
SO - 0005124,Distributor,WARE-NMK1003,9/17/2019,1/17/2020,1/20/2020,1/28/2020,21,Marshall,5,128,24,Hood,4,5%,3095.4,707.85
SO - 0005125,In-Store,WARE-XYS1001,9/11/2019,1/17/2020,1/22/2020,1/31/2020,1,Granite Falls,14,50,2,Spark Plug,2,15%,174.2,1.38
SO - 0005126,Distributor,WARE-XYS1001,11/4/2019,1/17/2020,1/21/2020,1/30/2020,25,Park Rapids,5,1,34,Ignition System,2,10%,978.2,526.6
SO - 0005127,In-Store,WARE-MKL1006,8/13/2019,1/17/2020,1/22/2020,1/25/2020,1,Granite Falls,14,339,16,Seat - Rear,1,5%,227.8,511.83
SO - 0005128,Distributor,WARE-XYS1001,10/20/2019,1/17/2020,1/20/2020,1/27/2020,21,Marshall,43,11,12,Gear Shift Knob,4,5%,227.8,98.45
SO - 0005129,Online,WARE-PUJ1005,9/19/2019,1/17/2020,1/20/2020,1/30/2020,14,Worthington,47,288,4,Break Router,4,15%,6318.1,193.82
SO - 000513,Online,WARE-XYS1001,2/2/2018,7/19/2018,7/20/2018,7/22/2018,13,Fergus Falls,35,2,1,Leaf Springs,4,7.50%,3946.3,1028.78
SO - 0005130,Online,WARE-NBV1002,9/3/2019,1/17/2020,1/19/2020,1/27/2020,13,Fergus Falls,29,87,47,Hood Ornament,3,5%,1701.8,396.81
SO - 0005131,Distributor,WARE-MKL1006,9/8/2019,1/17/2020,1/19/2020,1/30/2020,25,Park Rapids,31,334,24,Hood,6,7.50%,3055.2,707.85
SO - 0005132,Distributor,WARE-NMK1003,12/3/2019,1/17/2020,1/21/2020,1/23/2020,22,Two Harbors,30,92,36,Rear Axel,5,5%,877.7,1099.4
SO - 0005133,Distributor,WARE-PUJ1005,7/27/2019,1/18/2020,1/19/2020,1/21/2020,23,Willmar,29,303,28,CV Joint,7,15%,1098.8,1294.12
SO - 0005134,In-Store,WARE-NMK1003,7/29/2019,1/18/2020,1/21/2020,1/31/2020,7,Roseau,18,90,27,Door Handle Set,3,5%,958.1,1403.72
SO - 0005135,In-Store,WARE-PUJ1005,7/29/2019,1/18/2020,1/21/2020,1/26/2020,9,Olivia,21,276,31,Radiator Cap - Standard,3,7.50%,1005,79.87
SO - 0005136,In-Store,WARE-NMK1003,11/18/2019,1/18/2020,1/22/2020,1/26/2020,5,Gaylord,49,140,1,Leaf Springs,3,5%,1058.6,1028.78
SO - 0005137,Wholesale,WARE-PUJ1005,8/6/2019,1/18/2020,1/22/2020,1/29/2020,28,Montevideo,12,267,43,Bumper - Rear,4,15%,1058.6,574.36
SO - 0005138,Wholesale,WARE-MKL1006,11/23/2019,1/19/2020,1/23/2020,1/28/2020,28,Montevideo,8,340,26,Door Handle,3,7.50%,5540.9,162.29
SO - 0005139,Online,WARE-PUJ1005,8/18/2019,1/19/2020,1/23/2020,1/29/2020,17,Milaca,5,298,6,Distributor Cap,8,15%,1132.3,129.04
SO - 000514,Online,WARE-NMK1003,7/15/2018,7/19/2018,7/21/2018,7/22/2018,15,St.Peter,6,157,35,Front Axel,3,5%,3966.4,1176.68
SO - 0005140,In-Store,WARE-XYS1001,11/23/2019,1/19/2020,1/22/2020,1/26/2020,2,Buffalo,6,51,26,Door Handle,5,5%,1125.6,162.29
SO - 0005141,In-Store,WARE-PUJ1005,8/1/2019,1/19/2020,1/21/2020,1/23/2020,8,Luverne,37,326,37,Tail Light,3,5%,2552.7,22.71
SO - 0005142,In-Store,WARE-NMK1003,11/15/2019,1/19/2020,1/24/2020,1/29/2020,10,Redwood Falls,12,142,34,Ignition System,2,7.50%,1018.4,526.6
SO - 0005143,Wholesale,WARE-PUJ1005,12/20/2019,1/19/2020,1/25/2020,2/4/2020,27,Grand Marais,18,305,24,Hood,6,5%,964.8,707.85
SO - 0005144,Distributor,WARE-XYS1001,8/2/2019,1/19/2020,1/25/2020,1/30/2020,25,Park Rapids,4,42,4,Break Router,7,5%,964.8,193.82
SO - 0005145,In-Store,WARE-XYS1001,11/18/2019,1/19/2020,1/21/2020,1/27/2020,10,Redwood Falls,41,36,18,Handbrake,8,7.50%,2492.4,331.25
SO - 0005146,Wholesale,WARE-UHY1004,12/7/2019,1/19/2020,1/21/2020,1/31/2020,28,Montevideo,10,215,32,Radiator Sensor,6,40%,971.5,683.25
SO - 0005147,Distributor,WARE-XYS1001,11/23/2019,1/19/2020,1/23/2020,1/28/2020,20,Glencoe,48,2,34,Ignition System,1,20%,1065.3,526.6
SO - 0005148,Distributor,WARE-NMK1003,8/28/2019,1/19/2020,1/25/2020,2/2/2020,22,Two Harbors,47,199,24,Hood,1,15%,6130.5,707.85
SO - 0005149,In-Store,WARE-NBV1002,12/8/2019,1/20/2020,1/24/2020,1/27/2020,12,Thief River Falls,23,84,15,Seat - Front,4,15%,2653.2,353.1
SO - 000515,In-Store,WARE-NMK1003,5/19/2018,7/19/2018,7/22/2018,7/25/2018,3,St. James,6,106,46,Trunk Carpet,5,10%,1829.1,91.33
SO - 0005150,Distributor,WARE-NBV1002,12/17/2019,1/20/2020,1/25/2020,1/31/2020,22,Two Harbors,50,79,26,Door Handle,6,10%,1125.6,162.29
SO - 0005151,Online,WARE-NMK1003,9/15/2019,1/20/2020,1/24/2020,1/27/2020,17,Milaca,34,113,8,Transmission,8,15%,857.6,2610.59
SO - 0005152,Online,WARE-NMK1003,12/22/2019,1/20/2020,1/25/2020,2/4/2020,16,Austin,38,111,3,Break Pad Set,1,20%,1782.2,211.19
SO - 0005153,Distributor,WARE-NBV1002,12/15/2019,1/20/2020,1/23/2020,1/31/2020,24,Mora,20,70,8,Transmission,6,7.50%,2010,2610.59
SO - 0005154,In-Store,WARE-PUJ1005,9/15/2019,1/21/2020,1/25/2020,2/2/2020,6,Elk River,9,313,38,Blinker Set,4,5%,857.6,800.13
SO - 0005155,Online,WARE-XYS1001,10/19/2019,1/21/2020,1/24/2020,1/30/2020,13,Fergus Falls,20,28,18,Handbrake,5,10%,871,331.25
SO - 0005156,Distributor,WARE-NBV1002,7/28/2019,1/21/2020,1/26/2020,1/27/2020,23,Willmar,6,73,39,Break Light,8,7.50%,2559.4,55.82
SO - 0005157,Distributor,WARE-XYS1001,8/20/2019,1/21/2020,1/24/2020,1/31/2020,25,Park Rapids,2,51,46,Trunk Carpet,7,5%,3812.3,91.33
SO - 0005158,In-Store,WARE-NMK1003,10/9/2019,1/21/2020,1/26/2020,1/30/2020,3,St. James,20,126,12,Gear Shift Knob,7,7.50%,1058.6,98.45
SO - 0005159,In-Store,WARE-PUJ1005,7/27/2019,1/21/2020,1/27/2020,1/30/2020,4,Owatonna,33,308,30,Radiator,1,15%,2479,1818.48
SO - 000516,In-Store,WARE-PUJ1005,5/14/2018,7/19/2018,7/23/2018,8/3/2018,4,Owatonna,15,277,37,Tail Light,6,7.50%,2733.6,22.71
SO - 0005160,In-Store,WARE-NMK1003,10/21/2019,1/21/2020,1/26/2020,1/30/2020,2,Buffalo,34,171,20,Door - Front,5,10%,1742,660.94
SO - 0005161,Online,WARE-MKL1006,8/13/2019,1/21/2020,1/23/2020,1/25/2020,19,Fairmont,21,341,12,Gear Shift Knob,2,5%,3162.4,98.45
SO - 0005162,Online,WARE-NMK1003,7/27/2019,1/21/2020,1/23/2020,1/31/2020,16,Austin,12,163,22,Quarter Panel - Front,2,5%,207.7,368.39
SO - 0005163,Online,WARE-NMK1003,9/9/2019,1/21/2020,1/25/2020,1/28/2020,17,Milaca,19,141,7,Distributor Wire,6,7.50%,931.3,24.83
SO - 0005164,Online,WARE-NMK1003,10/31/2019,1/21/2020,1/25/2020,1/27/2020,12,Thief River Falls,5,200,43,Bumper - Rear,3,5%,5098.7,574.36
SO - 0005165,Online,WARE-PUJ1005,12/26/2019,1/21/2020,1/22/2020,1/27/2020,14,Worthington,35,297,4,Break Router,8,40%,1165.8,193.82
SO - 0005166,In-Store,WARE-PUJ1005,10/30/2019,1/22/2020,1/27/2020,1/30/2020,6,Elk River,7,262,12,Gear Shift Knob,5,5%,1909.5,98.45
SO - 0005167,In-Store,WARE-XYS1001,12/11/2019,1/22/2020,1/23/2020,2/2/2020,9,Olivia,37,36,6,Distributor Cap,7,5%,6244.4,129.04
SO - 0005168,Online,WARE-XYS1001,9/2/2019,1/22/2020,1/24/2020,2/2/2020,17,Milaca,7,31,4,Break Router,4,7.50%,3872.6,193.82
SO - 0005169,Online,WARE-NMK1003,11/30/2019,1/22/2020,1/27/2020,2/5/2020,12,Thief River Falls,30,141,23,Quarter Panel - Rear,4,30%,1762.1,338.25
SO - 000517,In-Store,WARE-PUJ1005,6/18/2018,7/19/2018,7/23/2018,7/30/2018,5,Gaylord,20,328,39,Break Light,8,7.50%,844.2,55.82
SO - 0005170,Online,WARE-UHY1004,11/14/2019,1/22/2020,1/27/2020,2/6/2020,17,Milaca,37,239,29,Radiator Cap - Custom,3,7.50%,2552.7,770.71
SO - 0005171,Wholesale,WARE-NMK1003,10/21/2019,1/22/2020,1/25/2020,2/5/2020,27,Grand Marais,19,199,23,Quarter Panel - Rear,4,10%,1005,338.25
SO - 0005172,Online,WARE-NBV1002,10/15/2019,1/22/2020,1/24/2020,2/4/2020,17,Milaca,5,81,37,Tail Light,4,5%,1340,22.71
SO - 0005173,Distributor,WARE-PUJ1005,12/3/2019,1/22/2020,1/23/2020,1/25/2020,25,Park Rapids,13,298,5,Break Set,1,5%,1842.5,537.09
SO - 0005174,Wholesale,WARE-XYS1001,1/17/2020,1/22/2020,1/25/2020,1/29/2020,26,Red Wing,18,34,35,Front Axel,2,40%,3852.5,1176.68
SO - 0005175,In-Store,WARE-NMK1003,9/28/2019,1/23/2020,1/28/2020,2/3/2020,5,Gaylord,47,102,25,Trunk,3,10%,1212.7,1074.1
SO - 0005176,Online,WARE-XYS1001,11/26/2019,1/23/2020,1/29/2020,1/31/2020,14,Worthington,22,32,38,Blinker Set,1,5%,3819,800.13
SO - 0005177,Distributor,WARE-NMK1003,8/12/2019,1/23/2020,1/25/2020,1/30/2020,22,Two Harbors,19,97,2,Spark Plug,8,20%,1065.3,1.38
SO - 0005178,Wholesale,WARE-PUJ1005,8/16/2019,1/23/2020,1/27/2020,1/29/2020,28,Montevideo,38,311,15,Seat - Front,6,10%,1862.6,353.1
SO - 0005179,Wholesale,WARE-MKL1006,9/14/2019,1/23/2020,1/28/2020,2/4/2020,26,Red Wing,35,345,42,Bumper - Front,4,10%,1989.9,480.27
SO - 000518,In-Store,WARE-PUJ1005,1/24/2018,7/20/2018,7/25/2018,8/2/2018,12,Thief River Falls,28,302,27,Door Handle Set,4,5%,6231,1403.72
SO - 0005180,Online,WARE-UHY1004,8/21/2019,1/23/2020,1/27/2020,2/7/2020,16,Austin,34,211,29,Radiator Cap - Custom,8,7.50%,2693.4,770.71
SO - 0005181,Distributor,WARE-UHY1004,11/10/2019,1/23/2020,1/28/2020,2/8/2020,22,Two Harbors,25,227,2,Spark Plug,7,40%,4020,1.38
SO - 0005182,Online,WARE-UHY1004,10/21/2019,1/23/2020,1/25/2020,2/4/2020,12,Thief River Falls,8,214,9,Coolant Tank,3,10%,1212.7,271.39
SO - 0005183,Online,WARE-UHY1004,1/16/2020,1/23/2020,1/27/2020,1/29/2020,18,Lichfield,24,213,45,Rearview Mirror,3,10%,3484,313.72
SO - 0005184,Online,WARE-NMK1003,8/28/2019,1/24/2020,1/28/2020,2/4/2020,15,St.Peter,26,131,36,Rear Axel,3,30%,3845.8,1099.4
SO - 0005185,Distributor,WARE-NMK1003,9/17/2019,1/24/2020,1/27/2020,2/2/2020,21,Marshall,28,155,42,Bumper - Front,2,20%,2398.6,480.27
SO - 0005186,In-Store,WARE-MKL1006,1/23/2020,1/24/2020,1/29/2020,1/31/2020,3,St. James,27,360,4,Break Router,5,7.50%,6123.8,193.82
SO - 0005187,In-Store,WARE-NBV1002,9/17/2019,1/24/2020,1/30/2020,2/9/2020,1,Granite Falls,50,83,11,AC Unit,3,10%,1788.9,1786.59
SO - 0005188,In-Store,WARE-XYS1001,10/23/2019,1/24/2020,1/29/2020,2/6/2020,10,Redwood Falls,12,55,9,Coolant Tank,3,5%,3926.2,271.39
SO - 0005189,Online,WARE-XYS1001,12/24/2019,1/24/2020,1/27/2020,2/5/2020,18,Lichfield,37,31,47,Hood Ornament,7,10%,180.9,396.81
SO - 000519,Online,WARE-NBV1002,4/9/2018,7/20/2018,7/23/2018,7/31/2018,15,St.Peter,16,65,5,Break Set,3,5%,1159.1,537.09
SO - 0005190,Distributor,WARE-XYS1001,8/30/2019,1/24/2020,1/26/2020,2/2/2020,24,Mora,5,40,38,Blinker Set,3,5%,3169.1,800.13
SO - 0005191,Wholesale,WARE-PUJ1005,11/6/2019,1/24/2020,1/29/2020,2/3/2020,26,Red Wing,10,267,11,AC Unit,1,15%,1172.5,1786.59
SO - 0005192,Online,WARE-NBV1002,11/20/2019,1/25/2020,1/28/2020,2/8/2020,17,Milaca,18,84,2,Spark Plug,5,5%,3959.7,1.38
SO - 0005193,In-Store,WARE-NMK1003,1/9/2020,1/25/2020,1/28/2020,2/2/2020,10,Redwood Falls,30,126,16,Seat - Rear,7,5%,194.3,511.83
SO - 0005194,In-Store,WARE-XYS1001,9/1/2019,1/25/2020,1/31/2020,2/4/2020,12,Thief River Falls,3,29,22,Quarter Panel - Front,8,5%,2318.2,368.39
SO - 0005195,In-Store,WARE-PUJ1005,8/2/2019,1/25/2020,1/30/2020,2/2/2020,10,Redwood Falls,46,301,18,Handbrake,3,10%,1916.2,331.25
SO - 0005196,In-Store,WARE-NBV1002,12/22/2019,1/25/2020,1/29/2020,1/30/2020,6,Elk River,26,73,22,Quarter Panel - Front,5,5%,2512.5,368.39
SO - 0005197,In-Store,WARE-MKL1006,8/28/2019,1/25/2020,1/26/2020,1/31/2020,4,Owatonna,16,352,29,Radiator Cap - Custom,6,15%,174.2,770.71
SO - 0005198,Online,WARE-MKL1006,1/23/2020,1/26/2020,1/27/2020,1/31/2020,19,Fairmont,34,340,5,Break Set,1,10%,5668.2,537.09
SO - 0005199,In-Store,WARE-NMK1003,10/29/2019,1/26/2020,1/30/2020,2/8/2020,2,Buffalo,2,169,17,Seatbelt,3,30%,1876,55.61
SO - 000520,In-Store,WARE-XYS1001,2/28/2018,7/20/2018,7/21/2018,7/29/2018,1,Granite Falls,15,40,42,Bumper - Front,1,15%,3966.4,480.27
SO - 0005200,In-Store,WARE-MKL1006,11/23/2019,1/26/2020,1/31/2020,2/8/2020,1,Granite Falls,29,366,2,Spark Plug,6,10%,1969.8,1.38
SO - 0005201,In-Store,WARE-UHY1004,11/4/2019,1/26/2020,1/31/2020,2/3/2020,1,Granite Falls,15,244,26,Door Handle,5,7.50%,1045.2,162.29
SO - 0005202,In-Store,WARE-PUJ1005,9/22/2019,1/26/2020,2/1/2020,2/11/2020,1,Granite Falls,25,276,25,Trunk,5,20%,5681.6,1074.1
SO - 0005203,In-Store,WARE-NMK1003,1/11/2020,1/26/2020,1/30/2020,2/2/2020,1,Granite Falls,22,147,29,Radiator Cap - Custom,5,15%,1105.5,770.71
SO - 0005204,In-Store,WARE-NBV1002,12/11/2019,1/26/2020,1/30/2020,2/3/2020,5,Gaylord,3,64,2,Spark Plug,7,15%,5427,1.38
